actor,home,household,place,energy,water,sleep_pressure,fatigue,damage,leisure,social,deficit,desire,money,food,violations,failures,critical_seconds,phase,method
1,116,1,116,0.678232241049,0.584358855264,0.388443608287,0,0,0.704079596074,0.817868930852,0.0398239767719,0.0224910121482,268.944678819,0,0,2,0,4,sleep
2,117,1,2,0.476366539793,0.734704143259,0.227271722239,0,0,0.686534020282,0.758687623198,0.0598439105464,0.208903121971,448.797210069,0,0,3,0,2,talk
3,118,3,118,0.69766485969,0.629852822729,0.186397162762,0,0,0.653446113358,0.758503300361,0.116276644822,0.105963282227,100.534794097,0,0,73,0,2,private_intimacy
4,119,3,119,0.466231025541,0.821256764893,0.290255116914,0,0,0.786221372727,0.718956977402,0.0137214218297,0.0339938461177,618.373985069,0,0,31,909.688,1,talk
5,120,5,2,0.413355990231,0.601859744721,0.210682310575,0,0,0.732067943636,0.766809817491,0.034126647566,0.160907663728,458.922913194,0,0,18,0,2,leisure
6,121,5,121,0.377771553238,0.853799617774,0.316383517665,0,0,0.684935472081,0.736632357949,0.0450361503263,0.0340968461253,303.386454861,0,0,48,0,4,sleep
7,122,7,122,0.605591372957,0.470972522563,0.144158809503,0,0,0.628432244649,0.737312526843,0.152901266194,0.0833170637338,436.987980208,0,0,25,0,2,private_intimacy
8,123,7,123,0.613394579979,0.478487703537,0.244695068193,0,0,0.540367838455,0.60706278085,0.0664177063067,0.0557024020179,204.265112153,0,0,45,0,4,sleep
9,124,9,2,0.471342983496,0.368069482554,0.262386618725,0,0,0.579472173419,0.484975793923,0.166323367499,0.465731342566,124.218649653,0,0,61,0,2,leisure
10,125,9,2,0.661494863988,0.794448294517,0.451697033192,0,0,0.757140710598,0.721078438718,0.0662751138129,0.254230381976,212.323573264,0,0,155,0,2,leisure
11,126,11,2,0.595439193627,0.665764133241,0.168084836905,0,0,0.652881920047,0.726644919642,0.218729699521,0.177198856881,285.287256597,0,0,53,0,2,leisure
12,127,12,2,0.658436669829,0.539410330773,0.396542113868,0,0,0.753760558763,0.752265453037,0.032775590778,0.103181420901,194.455616667,0,0,30,0,2,talk
13,128,13,128,0.389180333034,0.760677785339,0.371459645577,0,0,0.721026599348,0.709802526028,0.0573723580964,0.0351564601703,532.136705903,0,0,47,0,4,sleep
14,129,13,129,0.572335011198,0.453565892781,0.219148933678,0,0,0.661576736267,0.648518918816,0.0472437336889,0.0479465786672,248.316995139,0,0,188,0,4,sleep
15,130,15,2,0.50472826171,0.594873354138,0.202930592937,0,0,0.695195294318,0.575339929822,0.106820940439,2.69461440313e-06,371.454319097,0,0,59,0,2,leisure
16,131,16,131,0.701429344188,0.584710410112,0.137455542258,0,0,0.578943078136,0.695303321943,0.138617819669,0.0802129918297,150.458548611,0,0,176,0,2,private_intimacy
