actor,home,household,place,energy,water,sleep_pressure,fatigue,damage,leisure,social,deficit,desire,money,food,violations,failures,critical_seconds,phase,method
1,228,1,6,0.762908976503,0.75498868589,0.229155821714,0.0428348167615,0,0.657784451078,0.674982998983,0.195345239417,0.169254904827,112,1,0,0,0,2,study
2,229,1,6,0.767264591302,0.752297523396,0.271388607655,0.0429517176627,0,0.673543855229,0.671884429298,0.44455599922,0.292575368157,112,1,0,0,0,2,study
3,230,3,6,0.763226650702,0.754003190769,0.277333270206,0.0428270663795,0,0.6636231645,0.679728372944,0.281653369861,0.185246789488,112,1,0,0,0,2,study
4,231,3,6,0.76774312663,0.74927813438,0.208012303445,0.0429837143223,0,0.653436853655,0.670283837462,0.348587185877,0.230679639396,112,1,0,0,0,2,study
5,232,5,6,0.764425839686,0.75629746223,0.273342549898,0.0422788923134,0,0.65692235321,0.673971099608,0.401148905985,0.266935497485,112,1,0,0,0,2,study
6,233,5,6,0.766086001304,0.750878055316,0.249348885915,0.0429064765281,0,0.665878015428,0.679998951069,0.337703409211,0.20819475403,112,1,0,0,0,2,study
7,234,7,6,0.768812292412,0.753133322674,0.188366230573,0.043474528746,0,0.673756949391,0.677551537914,0.463879853292,0.351901105028,112,1,0,0,0,2,study
8,235,7,6,0.767053373805,0.758003773619,0.15701214859,0.0428498656177,0,0.670222407696,0.679863176323,0.201078104791,0.207633869505,112,1,0,0,0,2,study
9,236,9,6,0.759365947672,0.751522863441,0.206098255625,0.043215301422,0,0.6552243388,0.676775890118,0.166367282677,0.221003934932,112,1,0,0,0,2,study
10,237,9,6,0.764608530533,0.758875995578,0.180581872911,0.0421499337842,0,0.664761687895,0.673104309905,0.20482367886,0.146069506283,112,1,0,0,0,2,study
11,238,11,6,0.767994015086,0.755205313334,0.243484688575,0.0427886758257,0,0.657670742791,0.679943401759,0.388131247772,0.262977787273,112,1,0,0,0,2,study
12,239,11,6,0.762528239619,0.758943374949,0.281142209971,0.0432101467159,0,0.662993232568,0.673818802121,0.164583302669,0.135872435175,112,1,0,0,0,2,study
13,240,13,6,0.768281222138,0.752250289159,0.21636256994,0.0430937923844,0,0.651447781465,0.672981655689,0.49288304626,0.292891108129,112,1,0,0,0,2,study
14,241,13,6,0.766973240578,0.751282882568,0.276403042511,0.0429239547689,0,0.660455483718,0.675363389584,0.43156664081,0.246217666499,112,1,0,0,0,2,study
15,242,15,6,0.765168474283,0.746144134586,0.223329134328,0.0431579549921,0,0.655037895684,0.670390510812,0.476669321416,0.35621103641,112,1,0,0,0,2,study
16,243,15,6,0.766007224498,0.753659117561,0.204441853249,0.0428239965419,0,0.66382431137,0.677538178939,0.452462902302,0.343800168102,112,1,0,0,0,2,study
17,244,17,6,0.763223338304,0.746422451171,0.229533464205,0.0433892728579,0,0.673334696383,0.672678181298,0.180259251112,0.205267709471,112,1,0,0,0,2,study
18,245,17,6,0.760109482617,0.754989623669,0.172386788019,0.0428967372623,0,0.654934677374,0.673608382919,0.479172011096,0.357922908135,112,1,0,0,0,2,study
19,246,19,6,0.759289012478,0.749777983981,0.220870427465,0.042938028369,0,0.654524514603,0.671235698709,0.353277655364,0.241803491589,112,1,0,0,0,2,study
20,247,19,6,0.76661706865,0.756784475623,0.230939689785,0.043114867705,0,0.67395927472,0.671538963568,0.383906228875,0.31402610689,112,1,0,0,0,2,study
21,248,21,6,0.762020497679,0.74976773614,0.280480344473,0.0425432975267,0,0.66495260033,0.671997894546,0.422982195126,0.282806230131,112,1,0,0,0,2,study
22,249,21,6,0.766523929441,0.751529216662,0.188367635751,0.0430209907465,0,0.667630669689,0.678136179178,0.484538608772,0.308600261694,112,1,0,0,0,2,study
23,250,23,6,0.762506458156,0.753815482865,0.196845004781,0.042828379118,0,0.673988146776,0.670981164441,0.375904029642,0.257060112099,112,1,0,0,0,2,study
24,251,23,6,0.766562241414,0.757063363003,0.193404622267,0.0432956486329,0,0.654732794442,0.672874758533,0.190069029483,0.230064367314,112,1,0,0,0,2,study
25,252,25,6,0.762311110862,0.758252727518,0.160576815803,0.0427314177844,0,0.662352086037,0.675931330335,0.224691326351,0.216147734417,112,1,0,0,0,2,study
26,253,25,6,0.764979222945,0.749663910418,0.176990273796,0.0433870934163,0,0.661853138602,0.676297649531,0.486441092533,0.278638622117,112,1,0,0,0,2,study
