actor,home,household,place,energy,water,sleep_pressure,fatigue,damage,leisure,social,deficit,desire,money,food,violations,failures,critical_seconds,phase,method
1,108,1,2,0.793897334565,0.790725239498,0.206408162245,0.0919386338355,0,0.700344779548,0.695347256503,0.213205718767,0.183005011644,10,1,0,0,0,2,leisure
2,109,1,2,0.792832038578,0.791585329301,0.13249393344,0.0911821125296,0,0.701875218933,0.69511837669,0.347145229464,0.273322319684,10,1,0,0,0,2,leisure
3,110,3,2,0.794071105475,0.791124522158,0.247612376129,0.09207727723,0,0.702155241074,0.695951235396,0.484123573434,0.305908412597,10,1,0,0,0,2,leisure
4,111,3,2,0.793156771975,0.791888435771,0.24456881009,0.0918918330955,0,0.700176880962,0.696324059855,0.240152250282,0.154659038362,10,1,0,0,0,2,leisure
5,112,5,2,0.794242044617,0.790568595845,0.119221528803,0.0911905166828,0,0.703441980917,0.695725255008,0.440865667462,0.29380544749,10,1,0,0,0,2,leisure
6,113,5,2,0.792785252252,0.792127032482,0.221763380886,0.0920239678585,0,0.699377388942,0.696384214837,0.209882827806,0.158079369679,10,1,0,0,0,2,leisure
7,114,7,2,0.79412409456,0.791318855661,0.150847063299,0.0911533764456,0,0.70345499722,0.695154789122,0.167528142795,0.194349163099,10,1,0,0,0,2,leisure
8,115,8,2,0.793101024315,0.791134576683,0.18828133991,0.0918311643655,0,0.701085853997,0.69536448366,0.31139544962,0.236337341644,10,1,0,0,0,2,leisure
