actor,home,household,place,energy,water,sleep_pressure,fatigue,damage,leisure,social,deficit,desire,money,food,violations,failures,critical_seconds,phase,method
1,116,1,116,0.30219828245,0.557946671404,0.372351460498,0,0,0.617617461203,0.78253193591,0.45004009246,0.310374236401,10,0,0,0,0,4,sleep
2,117,1,1,0.720138231922,0.537687044918,0.411881656233,0,0,0.815284772183,0.855440920034,0.0602305011241,0.151773641774,9,0,0,1,0,1,sleep
3,118,3,2,0.597801056125,0.628720363833,0.354990642557,0,0,0.759428289124,0.778739963645,0.106505440905,0.408941718043,9,0,0,1,0,2,talk
4,119,3,2,0.331588001816,0.304236071005,0.233237874258,0,0,0.677085062254,0.641887332832,0.0891012099356,0.107916232161,10,0,0,0,0,2,talk
5,120,5,2,0.59118937753,0.659698614819,0.115684576435,0,0,0.546645615619,0.655914383168,0.22980535038,0.148933301803,9,0,0,0,0,2,leisure
6,121,5,121,0.654160469753,0.590822146585,0.328908888291,0,0,0.735773149321,0.570887112689,0.0796552191156,0.088837498455,9,0,0,1,0,2,private_intimacy
7,122,7,2,0.618985688083,0.51063356438,0.119414568909,0,0,0.508664716039,0.533303599363,0.130363261346,0.271508082192,9,0,0,2,0,2,talk
8,123,7,2,0.711989668753,0.832170709775,0.345121584165,0,0,0.779890888824,0.627944276992,0.0516669737831,0.13687436558,9,0,0,3,0,2,talk
9,124,9,124,0.51553341979,0.611258827313,0.2933299302,0,0,0.735435028832,0.646758991469,0.121676213348,0.0822571068443,9,0,0,7,0,2,private_intimacy
10,125,9,1,0.671336075997,0.571995877373,0.227229309603,0.000710029848277,0,0.670782490001,0.636839039948,0.16455535274,0.126149627715,9,0,0,3,0,1,leisure
11,126,11,126,0.401565301183,0.326723644524,0.318775973808,0,0,0.589644311669,0.449486364828,0.256402572066,0.20488838777,10,0,0,6,0,4,sleep
12,127,12,2,0.529486581768,0.363330967601,0.186578650728,0,0,0.59978788177,0.522161222196,0.0851354318231,0.100473140866,9,0,0,2,0,2,talk
13,128,13,128,0.556070509727,0.574126610659,0.258059889784,0,0,0.646882000595,0.597287959257,0.054866461972,0.0393491212656,9,0,0,3,0,4,sleep
14,129,13,2,0.608270335432,0.692881475162,0.329866050972,0,0,0.77413062325,0.688963511842,0.204429624902,0.422722596017,9,0,0,0,0,2,leisure
15,130,15,130,0.608622180317,0.699650108171,0.339209790704,0,0,0.624061296432,0.558174602535,0.0529037160469,0.0469243768337,9,0,0,3,0,4,sleep
16,131,16,2,0.557361989864,0.316852946357,0.276874881746,0,0,0.177512196501,0.288745811654,0.211713894152,0.19231217273,9,0,0,6,0,2,talk
