actor,home,household,place,energy,water,sleep_pressure,fatigue,damage,leisure,social,deficit,desire,money,food,violations,failures,critical_seconds,phase,method
1,116,1,2,0.639670762608,0.502127500167,0.612778993657,0,0,0.090321305224,0,0.84437822595,0.434233987711,327.741673611,0,0,1,0,0,idle
2,117,1,117,0.55529417365,0.424678136049,0.575805640441,0,0,0.332950817022,0,0.836913175042,0.443587280007,38.5117152778,0,0,4,0,4,sleep
3,118,3,2,0.335542099926,0.429853983218,0.218353323252,0,0,0.132918518238,0,0.803062427586,0.496028847942,93.20959375,0,0,25,0,2,leisure
4,119,3,2,0.314809831506,0.631776358248,0.537697404872,0,0,0,0,0.887489816048,0.547437301973,40.2381944444,0,0,3,0,0,idle
5,120,5,2,0.378042273991,0.260327880231,0.661952015336,0,0,0.0637146275383,0,0.763578436146,0.488692876681,46.0500659722,0,0,317,0,0,idle
6,121,5,2,0.498438114717,0.490360734344,0.420027192239,0.000444437042116,0,0.00383126626545,0,0.803213306291,0.506857024033,62.2524618056,0,0,771,0,2,leisure
7,122,7,2,0.496519114202,0.300740691285,0.720906857342,2.24409314493e-05,0,0,0,0.89567183583,0.551111913504,137.931430556,0,0,0,0,1,sleep
8,123,7,2,0.366391527421,0.385469844232,0.429241219833,0,0,0.291043132583,0,0.91076546519,0.516174651992,100.854315972,0,0,766,0,2,leisure
9,124,9,124,0.122767588419,0.362946706993,0.839908866771,0,0,0,0,0.787228772008,0.482702769008,0,0,0,131,0,2,idle
10,125,9,2,0.28278228324,0.279133621824,0.668534030452,0,0,0,0,0.925658095077,0.492335475197,44.6610590278,0,0,531,0,0,idle
11,126,11,2,0.244690236016,0.415699245633,0.209142854077,0,0,0,0,0.51299306101,0.335667712621,86.8392465278,0,0,590,0,0,idle
12,127,12,2,0.285467098618,0.360241018182,0.4824060356,0,0,0,0,0.917189007407,0.503598882236,10.5139375,0,0,603,0,0,idle
13,128,13,128,0.529016363745,0.271509262626,0.624124407028,0,0,0,0,0.811819395505,0.494845868706,76.1500034722,0,0,57,0,4,sleep
14,129,13,129,0.252924841815,0.259433272406,0.66379375585,0,0,0.0298440080693,0,0.883051386874,0.455756518007,141.001833333,0,0,390,0,4,sleep
15,130,15,130,0.233187907171,0.328747480792,0.412642852201,0,0,0,0,0.875442674378,0.537111070334,2.39408680556,0,0,1716,0,4,sleep
16,131,16,2,0.310566693983,0.453261763504,0.475547559906,0,0,0.103453906085,0,0.728695499269,0.444665659076,123.975121528,0,0,129,0,0,idle
