actor,home,household,place,energy,water,sleep_pressure,fatigue,damage,leisure,social,deficit,desire,money,food,violations,failures,critical_seconds,phase,method
1,108,1,1,0.26735040906,0,1,0,0.280500607286,0,0.0995919755851,0.344655348379,0.239547070767,114.125,0,0,1,30879,2,idle
2,109,1,1,0.351519042468,0,1,0.0577997945609,0.355424475036,0,0.0252263031434,0.579806841988,0.352387737808,158.638583333,0,0,1,36651.642,2,idle
3,110,3,1,0.261881803037,0,1,0.0326675971662,0.317254428954,0,0.213480950652,0.459292953017,0.265965816582,138.379869792,0,0,1,34008,0,idle
4,111,3,1,0.379091501369,0,1,0.0194422417955,0.367101387474,0,0,0.446103722892,0.276298875347,114.3158125,0,0,1,38030,2,idle
5,112,5,112,0.272860121326,0,1,0.066984638412,0.30817420924,0,0.075306390586,0.506002065822,0.312333849503,171.279286458,0,0,1,32222,2,idle
6,113,5,1,0.34133839978,0,1,0.0134836334776,0.343220189633,0,0.219974825645,0.47939991891,0.274116303559,122.923114583,0,0,1,36044,2,idle
7,114,7,1,0.389787827579,0,1,0.0754573175144,0.345821782375,0,0.161236909929,0.548147954202,0.387487282164,168.690885417,0,0,1,36552,2,idle
8,115,8,1,0.346776668452,0,1,0.044040876896,0.264963848109,0,0.216716231754,0.382397690164,0.289183594006,134.028753472,0,0,1,29823.691,2,idle
