actor,home,household,place,energy,water,sleep_pressure,fatigue,damage,leisure,social,deficit,desire,money,food,violations,failures,critical_seconds,phase,method
1,116,1,116,0.500539596873,0.262700392107,0.234786206457,0,0,0.301434599239,0.777579446545,0.0886689296958,0.0583426291765,485.358248574,0,0,0,0,4,sleep
2,117,1,2,0.465879385427,0.34817440724,0.380931170679,0,0,0.578132198797,0.85619554907,0.214641960115,0.196991387668,175.010581729,0,0,0,0,2,leisure
3,118,3,118,0.511917793129,0.751552151906,0.471507968753,0,0,0.549214045622,0.705059318985,0.161480823884,0.0836086136877,85.0584878573,0,0,0,0,4,sleep
4,119,3,2,0.636829204971,0.838499943016,0.403608571662,0,0,0.459789559586,0.57453840453,0.309101273564,0.084166654483,162.367902814,0,0,0,0,0,idle
5,120,5,2,0.595462748172,0.409837726858,0.220083089155,0,0,0.552887850155,0.488951786836,0.159435085632,0.0979148671274,245.080999403,0,0,0,0,2,leisure
6,121,5,2,0.392413000396,0.427868522255,0.253881929741,0,0,0.352698070361,0,0.298508541634,0.177274014617,72.9811265958,0,0,0,0,2,leisure
7,122,7,122,0.524830300664,0.421343176211,0.434767391276,0,0,0.0628994351873,0.226127848009,0.211328915449,0.119503725919,127.795009623,0,0,1,0,4,sleep
8,123,7,123,0.33633032885,0.353825431627,0.249714537761,0,0,0.150951432981,0.669196168392,0.424291072908,0.253261530852,126.35716467,0,0,0,0,4,sleep
9,124,9,2,0.537366237867,0.321281784718,0.60350913372,0,0,0.391273688068,0.567098986073,0.209581281832,0.0963544719428,61.4625406089,0,0,0,0,2,leisure
10,125,9,2,0.288982768533,0.344683702718,0.106933457803,0.000243112514132,0,0.157507572078,0.411976894919,0.645707656554,0.418751707606,198.97973859,0,0,0,0,2,leisure
11,126,11,2,0.480938675024,0.520355137504,0.42682785553,0,0,0.467322521485,0.729902960901,0.271362731163,0.0614587199988,130.393502175,0,0,0,0,0,idle
12,127,12,2,0.541306612501,0.639371382528,0.314509949267,0,0,0.531974741154,0.117877471788,0.260742484816,0.13680653631,109.705389712,0,0,0,0,2,idle
13,128,13,2,0.306045988299,0.461269518341,0.368100865506,0,0,0.330324897873,0.353806852717,0.356106058145,0.143335519351,80.764933412,0,0,0,0,2,leisure
14,129,13,2,0.340868492246,0.44575388149,0.535033999176,0.000206012202998,0,0.614099929307,0.751990069402,0.0870108290652,0.0688851509167,158.574948327,0,0,0,0,1,acquire_food
15,130,15,130,0.636597696661,0.597254948412,0.375932194174,0,0,0.456252955062,0.476319496113,0.923454346367,0.466520241825,133.233799778,0,0,0,0,4,sleep
16,131,16,131,0.458404400086,0.274665989044,0.349425648786,0,0,0.279530131037,0.31972513966,0.455497547761,0.26273956293,191.39256397,0,0,0,0,4,sleep
