actor,home,household,place,energy,water,sleep_pressure,fatigue,damage,leisure,social,deficit,desire,money,food,violations,failures,critical_seconds,phase,method
1,116,1,116,0.534470064618,0.515884259314,0.392559826145,0,0,0.761837740463,0.822043293212,0.0337505649306,0.0213075038442,553.1232375,0,0,9,0,4,sleep
2,117,1,117,0.524119913919,0.69826373991,0.175793908211,0,0,0.736026448826,0.76618143603,0.120067706793,0.0820747994352,469.869081597,0,0,31,0,2,private_intimacy
3,118,3,118,0.558447717657,0.574854491147,0.161159863005,0,0,0.659664037111,0.810546104192,0.227469978726,0.110841363549,503.292248958,0,0,66,0,4,sleep
4,119,3,2,0.535888655534,0.615011476712,0.231361042243,0,0,0.671715350045,0.738636563159,0.0281330725942,0.0819114081624,554.034221181,0,0,18,0,2,talk
5,120,5,120,0.387713470326,0.422625292143,0.269711527761,0,0,0.616363009589,0.769130921318,0.0517208401612,0.0421035376767,429.107018056,0,0,84,0,4,sleep
6,121,5,2,0.661076058061,0.573658955723,0.120330463348,0,0,0.606432072864,0.728229288627,0.0781016526969,0.277830499628,450.694353819,0,0,18,0,2,talk
7,122,7,2,0.714436161844,0.482433197931,0.198446034703,0,0,0.735604664458,0.77945306644,0.0343978678066,0.121901226256,383.761985764,0,0,37,0,2,leisure
8,123,7,2,0.467893864752,0.501314573018,0.206202522624,0,0,0.744650033112,0.799838875092,0.0607236370122,0.16517531815,249.271401042,0,0,18,0,2,talk
9,124,9,2,0.400848112254,0.566928209252,0.122859978694,0,0,0.55462281897,0.659739546885,0.076193904175,0.3317928271,322.596677083,0,0,45,0,2,leisure
10,125,9,2,0.437415181462,0.767311870783,0.297710502924,0,0,0.783509845042,0.779571382839,0.135999822033,0.00373470583011,278.148720139,0,0,44,0,2,talk
11,126,11,126,0.626794232202,0.856101207171,0.250053969487,0,0,0.599356911511,0.700566330032,0.0421176959612,0.0395478267163,217.412799653,0,0,32,0,4,sleep
12,127,12,2,0.547251515525,0.948015029955,0.361407856572,0,0,0.79202797155,0.778687939084,0.051347284126,0.242735966417,173.522844792,0,0,50,0,2,talk
13,128,13,2,0.598144724101,0.507353939461,0.293546215925,0,0,0.652344592174,0.652261600762,0.0574080959861,0.0791939755414,450.553763889,0,0,133,0,2,leisure
14,129,13,129,0.463290258986,0.646567396881,0.378579418138,0,0,0.757458745586,0.740538312906,0.0851043064527,0.0441748429147,350.251505903,0,0,67,0,2,private_intimacy
15,130,15,130,0.533522851064,0.461054842609,0.226706507564,0,0,0.668255236236,0.639302278404,0.167760783347,0.150731816253,445.986117708,0,0,108,2030.211,2,private_intimacy
16,131,16,2,0.283203838769,0.791101489011,0.476434493415,0,0,0.577607526017,0.37006098555,0.558482258039,0.534208042623,70.9465274306,0,0,381,0,2,talk
